#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Greek Sentence|English Sentence|Morphology|Deck
οἶδα|οἰδυῖα|knowing|ἡ γυνὴ <v>οἰδυῖα</v> τὸν νόμον διδάσκει.|The woman knowing the law teaches.|__ __ perf. act. part. fem. nom. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδός|knowing|τὸ παιδίον <v>οἰδός</v> τὴν ὁδὸν ἔρχεται.|The child knowing the way comes.|__ __ perf. act. part. neut. nom. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότος|knowing|τοῦ ἀνδρὸς <v>οἰδότος</v> τὴν ἀλήθειαν ἀκούομεν.|We listen to the man knowing the truth.|__ __ perf. act. part. masc. gen. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυίας|knowing|τῆς γυναικὸς <v>οἰδυίας</v> τὸν νόμον ἀκούομεν.|We listen to the woman knowing the law.|__ __ perf. act. part. fem. gen. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότος|knowing|τοῦ παιδίου <v>οἰδότος</v> τὴν ὁδὸν ἀκούομεν.|We listen to the child knowing the way.|__ __ perf. act. part. neut. gen. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότι|knowing|τῷ ἀνδρὶ <v>οἰδότι</v> τὴν ἀλήθειαν πιστεύομεν.|We trust the man knowing the truth.|__ __ perf. act. part. masc. dat. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυίᾳ|knowing|τῇ γυναικὶ <v>οἰδυίᾳ</v> τὸν νόμον πιστεύομεν.|We trust the woman knowing the law.|__ __ perf. act. part. fem. dat. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότι|knowing|τῷ παιδίῳ <v>οἰδότι</v> τὴν ὁδὸν πιστεύομεν.|We trust the child knowing the way.|__ __ perf. act. part. neut. dat. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότα|knowing|τὸν ἄνδρα <v>οἰδότα</v> τὴν ἀλήθειαν ὁρῶμεν.|We see the man knowing the truth.|__ __ perf. act. part. masc. acc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυῖαν|knowing|τὴν γυναῖκα <v>οἰδυῖαν</v> τὸν νόμον ὁρῶμεν.|We see the woman knowing the law.|__ __ perf. act. part. fem. acc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδός|knowing|τὸ παιδίον <v>οἰδός</v> τὴν ὁδὸν ὁρῶμεν.|We see the child knowing the way.|__ __ perf. act. part. neut. acc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότε|knowing|ὦ ἄνδρε <v>οἰδότε</v> τὴν ἀλήθειαν.|O men knowing the truth.|__ __ perf. act. part. masc. voc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυῖα|knowing|ὦ γύναι <v>οἰδυῖα</v> τὸν νόμον.|O woman knowing the law.|__ __ perf. act. part. fem. voc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδός|knowing|ὦ παιδίον <v>οἰδός</v> τὴν ὁδόν.|O child knowing the way.|__ __ perf. act. part. neut. voc. sg.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότες|knowing|οἱ ἄνδρες <v>οἰδότες</v> τὴν ἀλήθειαν λέγουσιν.|The men knowing the truth speak.|__ __ perf. act. part. masc. nom. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυῖαι|knowing|αἱ γυναῖκες <v>οἰδυῖαι</v> τὸν νόμον διδάσκουσιν.|The women knowing the law teach.|__ __ perf. act. part. fem. nom. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότα|knowing|τὰ παιδία <v>οἰδότα</v> τὴν ὁδὸν ἔρχονται.|The children knowing the way come.|__ __ perf. act. part. neut. nom. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότων|knowing|τῶν ἀνδρῶν <v>οἰδότων</v> τὴν ἀλήθειαν ἀκούομεν.|We listen to the men knowing the truth.|__ __ perf. act. part. masc. gen. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυιῶν|knowing|τῶν γυναικῶν <v>οἰδυιῶν</v> τὸν νόμον ἀκούομεν.|We listen to the women knowing the law.|__ __ perf. act. part. fem. gen. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότων|knowing|τῶν παιδίων <v>οἰδότων</v> τὴν ὁδὸν ἀκούομεν.|We listen to the children knowing the way.|__ __ perf. act. part. neut. gen. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδόσι|knowing|τοῖς ἀνδράσιν <v>οἰδόσι</v> τὴν ἀλήθειαν πιστεύομεν.|We trust the men knowing the truth.|__ __ perf. act. part. masc. dat. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυίαις|knowing|ταῖς γυναιξὶν <v>οἰδυίαις</v> τὸν νόμον πιστεύομεν.|We trust the women knowing the law.|__ __ perf. act. part. fem. dat. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδόσι|knowing|τοῖς παιδίοις <v>οἰδόσι</v> τὴν ὁδὸν πιστεύομεν.|We trust the children knowing the way.|__ __ perf. act. part. neut. dat. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότας|knowing|τοὺς ἄνδρας <v>οἰδότας</v> τὴν ἀλήθειαν ὁρῶμεν.|We see the men knowing the truth.|__ __ perf. act. part. masc. acc. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυίας|knowing|τὰς γυναῖκας <v>οἰδυίας</v> τὸν νόμον ὁρῶμεν.|We see the women knowing the law.|__ __ perf. act. part. fem. acc. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότα|knowing|τὰ παιδία <v>οἰδότα</v> τὴν ὁδὸν ὁρῶμεν.|We see the children knowing the way.|__ __ perf. act. part. neut. acc. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότες|knowing|ὦ ἄνδρες <v>οἰδότες</v> τὴν ἀλήθειαν.|O men knowing the truth.|__ __ perf. act. part. masc. voc. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδυῖαι|knowing|ὦ γυναῖκες <v>οἰδυῖαι</v> τὸν νόμον.|O women knowing the law.|__ __ perf. act. part. fem. voc. pl.|Greek Conjugation::9. οἶδα
οἶδα|οἰδότα|knowing|ὦ παιδία <v>οἰδότα</v> τὴν ὁδόν.|O children knowing the way.|__ __ perf. act. part. neut. voc. pl.|Greek Conjugation::9. οἶδα
φέρω|φέρω|I carry|<v>φέρω</v> τὸ βιβλίον.|I carry the book.|1P sg. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρεις|you carry|<v>φέρεις</v> τὸ δῶρον.|You carry the gift.|2P sg. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρει|he/she/it carries|<v>φέρει</v> τὴν ἀσπίδα.|He carries the shield.|3P sg. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρομεν|we carry|<v>φέρομεν</v> τὰ ὅπλα.|We carry the weapons.|1P pl. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρετε|you carry|<v>φέρετε</v> τοὺς καρπούς.|You carry the fruits.|2P pl. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρουσι(ν)|they carry|<v>φέρουσι</v> τὰ δῶρα.|They carry the gifts.|3P pl. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρετον|you both carry|<v>φέρετον</v> τὸν κρατῆρα.|You both carry the mixing bowl.|2P dual. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρετον|they both carry|<v>φέρετον</v> τὴν τράπεζαν.|They both carry the table.|3P dual. pres. act. ind.|Greek Conjugation::10. φέρω
φέρω|φέρομαι|I am carried|<v>φέρομαι</v> ὑπὸ τοῦ ἵππου.|I am carried by the horse.|1P sg. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρῃ|you are carried|<v>φέρῃ</v> ὑπὸ τοῦ ἀνέμου.|You are carried by the wind.|2P sg. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρεται|he/she/it is carried|<v>φέρεται</v> ὑπὸ τοῦ ποταμοῦ.|It is carried by the river.|3P sg. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φερόμεθα|we are carried|<v>φερόμεθα</v> ὑπὸ τῶν κυμάτων.|We are carried by the waves.|1P pl. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρεσθε|you are carried|<v>φέρεσθε</v> ὑπὸ τῶν δούλων.|You are carried by the slaves.|2P pl. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρονται|they are carried|<v>φέρονται</v> ὑπὸ τῶν ἀνδρῶν.|They are carried by the men.|3P pl. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρεσθον|you both are carried|<v>φέρεσθον</v> ὑπὸ τῶν ἵππων.|You both are carried by the horses.|2P dual. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρεσθον|they both are carried|<v>φέρεσθον</v> ὑπὸ τῶν ναυτῶν.|They both are carried by the sailors.|3P dual. pres. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἔφερον|I was carrying|<v>ἔφερον</v> τὸ ξίφος.|I was carrying the sword.|1P sg. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἔφερες|you were carrying|<v>ἔφερες</v> τὴν λύραν.|You were carrying the lyre.|2P sg. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἔφερε(ν)|he/she/it was carrying|<v>ἔφερε</v> τὸ σκῆπτρον.|He was carrying the scepter.|3P sg. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρομεν|we were carrying|<v>ἐφέρομεν</v> τὰς δᾷδας.|We were carrying the torches.|1P pl. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρετε|you were carrying|<v>ἐφέρετε</v> τοὺς θησαυρούς.|You were carrying the treasures.|2P pl. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἔφερον|they were carrying|<v>ἔφερον</v> τὰ ἆθλα.|They were carrying the prizes.|3P pl. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρετον|you both were carrying|<v>ἐφέρετον</v> τὸν θρόνον.|You both were carrying the throne.|2P dual. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφερέτην|they both were carrying|<v>ἐφερέτην</v> τὴν κλίνην.|They both were carrying the couch.|3P dual. impf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφερόμην|I was being carried|<v>ἐφερόμην</v> ὑπὸ τῆς νεώς.|I was being carried by the ship.|1P sg. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρου|you were being carried|<v>ἐφέρου</v> ὑπὸ τοῦ ῥεύματος.|You were being carried by the current.|2P sg. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρετο|he/she/it was being carried|<v>ἐφέρετο</v> ὑπὸ τῶν φίλων.|He was being carried by friends.|3P sg. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφερόμεθα|we were being carried|<v>ἐφερόμεθα</v> ὑπὸ τῶν ὄχλων.|We were being carried by the crowds.|1P pl. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρεσθε|you were being carried|<v>ἐφέρεσθε</v> ὑπὸ τῶν στρατιωτῶν.|You were being carried by the soldiers.|2P pl. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέροντο|they were being carried|<v>ἐφέροντο</v> ὑπὸ τοῦ ἀνέμου.|They were being carried by the wind.|3P pl. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφέρεσθον|you both were being carried|<v>ἐφέρεσθον</v> ὑπὸ τῶν δούλων.|You both were being carried by the slaves.|2P dual. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐφερέσθην|they both were being carried|<v>ἐφερέσθην</v> ὑπὸ τῶν ἵππων.|They both were being carried by the horses.|3P dual. impf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσω|I will carry|<v>οἴσω</v> τὸ ἄγγελμα.|I will carry the message.|1P sg. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσεις|you will carry|<v>οἴσεις</v> τὴν ἐπιστολήν.|You will carry the letter.|2P sg. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσει|he/she/it will carry|<v>οἴσει</v> τὸν θησαυρόν.|He will carry the treasure.|3P sg. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσομεν|we will carry|<v>οἴσομεν</v> τὰ δῶρα.|We will carry the gifts.|1P pl. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσετε|you will carry|<v>οἴσετε</v> τὰς θυσίας.|You will carry the sacrifices.|2P pl. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσουσι(ν)|they will carry|<v>οἴσουσι</v> τὰ χρήματα.|They will carry the money.|3P pl. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσετον|you both will carry|<v>οἴσετον</v> τὸν κρατῆρα.|You both will carry the mixing bowl.|2P dual. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσετον|they both will carry|<v>οἴσετον</v> τὴν τράπεζαν.|They both will carry the table.|3P dual. fut. act. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσομαι|I will carry for myself|<v>οἴσομαι</v> τὸ ξίφος.|I will carry the sword for myself.|1P sg. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσῃ|you will carry for yourself|<v>οἴσῃ</v> τὴν ἀσπίδα.|You will carry the shield for yourself.|2P sg. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσεται|he/she/it will carry for self|<v>οἴσεται</v> τὸ δῶρον.|He will carry the gift for himself.|3P sg. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἰσόμεθα|we will carry for ourselves|<v>οἰσόμεθα</v> τὰ ὅπλα.|We will carry the weapons for ourselves.|1P pl. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσεσθε|you will carry for yourselves|<v>οἴσεσθε</v> τοὺς καρπούς.|You will carry the fruits for yourselves.|2P pl. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσονται|they will carry for themselves|<v>οἴσονται</v> τὰ χρήματα.|They will carry the money for themselves.|3P pl. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσεσθον|you both will carry for yourselves|<v>οἴσεσθον</v> τὸν θησαυρόν.|You both will carry the treasure for yourselves.|2P dual. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|οἴσεσθον|they both will carry for themselves|<v>οἴσεσθον</v> τὴν λείαν.|They both will carry the spoils for themselves.|3P dual. fut. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσομαι|I will be carried|<v>ἐνεχθήσομαι</v> εἰς τὴν πόλιν.|I will be carried to the city.|1P sg. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσῃ|you will be carried|<v>ἐνεχθήσῃ</v> πρὸς τὸν βασιλέα.|You will be carried to the king.|2P sg. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσεται|he/she/it will be carried|<v>ἐνεχθήσεται</v> ὑπὸ τοῦ ποταμοῦ.|It will be carried by the river.|3P sg. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθησόμεθα|we will be carried|<v>ἐνεχθησόμεθα</v> εἰς τὸν λιμένα.|We will be carried to the harbor.|1P pl. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσεσθε|you will be carried|<v>ἐνεχθήσεσθε</v> διὰ τῆς θαλάσσης.|You will be carried across the sea.|2P pl. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσονται|they will be carried|<v>ἐνεχθήσονται</v> εἰς τὸν ναόν.|They will be carried to the temple.|3P pl. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσεσθον|you both will be carried|<v>ἐνεχθήσεσθον</v> ὑπὸ τῶν δούλων.|You both will be carried by the slaves.|2P dual. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσεσθον|they both will be carried|<v>ἐνεχθήσεσθον</v> εἰς τὸ στρατόπεδον.|They both will be carried to the camp.|3P dual. fut. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἤνεγκα|I carried|<v>ἤνεγκα</v> τὸ δῶρον.|I carried the gift.|1P sg. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἤνεγκας|you carried|<v>ἤνεγκας</v> τὴν ἐπιστολήν.|You carried the letter.|2P sg. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἤνεγκε(ν)|he/she/it carried|<v>ἤνεγκε</v> τὸν θησαυρόν.|He carried the treasure.|3P sg. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκαμεν|we carried|<v>ἠνέγκαμεν</v> τὰ ὅπλα.|We carried the weapons.|1P pl. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκατε|you carried|<v>ἠνέγκατε</v> τοὺς καρπούς.|You carried the fruits.|2P pl. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἤνεγκαν|they carried|<v>ἤνεγκαν</v> τὰ δῶρα.|They carried the gifts.|3P pl. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκατον|you both carried|<v>ἠνέγκατον</v> τὸν κρατῆρα.|You both carried the mixing bowl.|2P dual. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνεγκάτην|they both carried|<v>ἠνεγκάτην</v> τὴν τράπεζαν.|They both carried the table.|3P dual. aor. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνεγκάμην|I carried for myself|<v>ἠνεγκάμην</v> τὸ ξίφος.|I carried the sword for myself.|1P sg. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκω|you carried for yourself|<v>ἠνέγκω</v> τὴν ἀσπίδα.|You carried the shield for yourself.|2P sg. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκατο|he/she/it carried for self|<v>ἠνέγκατο</v> τὸ δῶρον.|He carried the gift for himself.|3P sg. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνεγκάμεθα|we carried for ourselves|<v>ἠνεγκάμεθα</v> τὰ χρήματα.|We carried the money for ourselves.|1P pl. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκασθε|you carried for yourselves|<v>ἠνέγκασθε</v> τοὺς θησαυρούς.|You carried the treasures for yourselves.|2P pl. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκαντο|they carried for themselves|<v>ἠνέγκαντο</v> τὰ λάφυρα.|They carried the spoils for themselves.|3P pl. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέγκασθον|you both carried for yourselves|<v>ἠνέγκασθον</v> τὸν χρυσόν.|You both carried the gold for yourselves.|2P dual. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνεγκάσθην|they both carried for themselves|<v>ἠνεγκάσθην</v> τὴν λείαν.|They both carried the plunder for themselves.|3P dual. aor. mid. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθην|I was carried|<v>ἠνέχθην</v> εἰς τὴν πόλιν.|I was carried to the city.|1P sg. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθης|you were carried|<v>ἠνέχθης</v> πρὸς τὸν βασιλέα.|You were carried to the king.|2P sg. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθη|he/she/it was carried|<v>ἠνέχθη</v> ὑπὸ τοῦ ποταμοῦ.|It was carried by the river.|3P sg. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθημεν|we were carried|<v>ἠνέχθημεν</v> εἰς τὸν λιμένα.|We were carried to the harbor.|1P pl. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθητε|you were carried|<v>ἠνέχθητε</v> διὰ τῆς θαλάσσης.|You were carried across the sea.|2P pl. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθησαν|they were carried|<v>ἠνέχθησαν</v> εἰς τὸν ναόν.|They were carried to the temple.|3P pl. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνέχθητον|you both were carried|<v>ἠνέχθητον</v> ὑπὸ τῶν δούλων.|You both were carried by the slaves.|2P dual. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἠνεχθήτην|they both were carried|<v>ἠνεχθήτην</v> εἰς τὸ στρατόπεδον.|They both were carried to the camp.|3P dual. aor. pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνοχα|I have carried|<v>ἐνήνοχα</v> τὸ δῶρον.|I have carried the gift.|1P sg. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνοχας|you have carried|<v>ἐνήνοχας</v> τὴν ἐπιστολήν.|You have carried the letter.|2P sg. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνοχε(ν)|he/she/it has carried|<v>ἐνήνοχε</v> τὸν θησαυρόν.|He has carried the treasure.|3P sg. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχαμεν|we have carried|<v>ἐνηνόχαμεν</v> τὰ ὅπλα.|We have carried the weapons.|1P pl. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχατε|you have carried|<v>ἐνηνόχατε</v> τοὺς καρπούς.|You have carried the fruits.|2P pl. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχασι(ν)|they have carried|<v>ἐνηνόχασι</v> τὰ δῶρα.|They have carried the gifts.|3P pl. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχατον|you both have carried|<v>ἐνηνόχατον</v> τὸν κρατῆρα.|You both have carried the mixing bowl.|2P dual. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχατον|they both have carried|<v>ἐνηνόχατον</v> τὴν τράπεζαν.|They both have carried the table.|3P dual. perf. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεγμαι|I have been carried|<v>ἐνήνεγμαι</v> εἰς τὴν πόλιν.|I have been carried to the city.|1P sg. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεξαι|you have been carried|<v>ἐνήνεξαι</v> πρὸς τὸν βασιλέα.|You have been carried to the king.|2P sg. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεκται|he/she/it has been carried|<v>ἐνήνεκται</v> ὑπὸ τοῦ ποταμοῦ.|It has been carried by the river.|3P sg. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνέγμεθα|we have been carried|<v>ἐνηνέγμεθα</v> εἰς τὸν λιμένα.|We have been carried to the harbor.|1P pl. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεχθε|you have been carried|<v>ἐνήνεχθε</v> διὰ τῆς θαλάσσης.|You have been carried across the sea.|2P pl. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνεγμένοι εἰσί(ν)|they have been carried|<v>ἐνηνεγμένοι εἰσί</v> εἰς τὸν ναόν.|They have been carried to the temple.|3P pl. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεχθον|you both have been carried|<v>ἐνήνεχθον</v> ὑπὸ τῶν δούλων.|You both have been carried by the slaves.|2P dual. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεχθον|they both have been carried|<v>ἐνήνεχθον</v> εἰς τὸ στρατόπεδον.|They both have been carried to the camp.|3P dual. perf. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχειν|I had carried|<v>ἐνηνόχειν</v> τὸ δῶρον.|I had carried the gift.|1P sg. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχεις|you had carried|<v>ἐνηνόχεις</v> τὴν ἐπιστολήν.|You had carried the letter.|2P sg. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχει|he/she/it had carried|<v>ἐνηνόχει</v> τὸν θησαυρόν.|He had carried the treasure.|3P sg. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχειμεν|we had carried|<v>ἐνηνόχειμεν</v> τὰ ὅπλα.|We had carried the weapons.|1P pl. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχειτε|you had carried|<v>ἐνηνόχειτε</v> τοὺς καρπούς.|You had carried the fruits.|2P pl. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχεσαν|they had carried|<v>ἐνηνόχεσαν</v> τὰ δῶρα.|They had carried the gifts.|3P pl. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνόχειτον|you both had carried|<v>ἐνηνόχειτον</v> τὸν κρατῆρα.|You both had carried the mixing bowl.|2P dual. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνοχείτην|they both had carried|<v>ἐνηνοχείτην</v> τὴν τράπεζαν.|They both had carried the table.|3P dual. plup. act. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνέγμην|I had been carried|<v>ἐνηνέγμην</v> εἰς τὴν πόλιν.|I had been carried to the city.|1P sg. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεξο|you had been carried|<v>ἐνήνεξο</v> πρὸς τὸν βασιλέα.|You had been carried to the king.|2P sg. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεκτο|he/she/it had been carried|<v>ἐνήνεκτο</v> ὑπὸ τοῦ ποταμοῦ.|It had been carried by the river.|3P sg. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνέγμεθα|we had been carried|<v>ἐνηνέγμεθα</v> εἰς τὸν λιμένα.|We had been carried to the harbor.|1P pl. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεχθε|you had been carried|<v>ἐνήνεχθε</v> διὰ τῆς θαλάσσης.|You had been carried across the sea.|2P pl. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνεγμένοι ἦσαν|they had been carried|<v>ἐνηνεγμένοι ἦσαν</v> εἰς τὸν ναόν.|They had been carried to the temple.|3P pl. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνήνεχθον|you both had been carried|<v>ἐνήνεχθον</v> ὑπὸ τῶν δούλων.|You both had been carried by the slaves.|2P dual. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|ἐνηνέχθην|they both had been carried|<v>ἐνηνέχθην</v> εἰς τὸ στρατόπεδον.|They both had been carried to the camp.|3P dual. plup. mid/pass. ind.|Greek Conjugation::10. φέρω
φέρω|φέρω|I carry|<v>φέρω</v> τὸ βιβλίον.|I carry the book.|1P sg. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρῃς|you carry|<v>φέρῃς</v> τὸν οἶνον.|You carry the wine.|2P sg. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρῃ|he/she/it carries|<v>φέρῃ</v> τὴν ἀσπίδα.|He carries the shield.|3P sg. pres. act. subj.|Greek Conjugation::10. φέρω
