#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Latin Sentence|English Sentence|Morphology|Deck
faciō|fēceris|you will have made/done|cum <v>fēceris</v>, venī.|When you will have done it, come.|2P sg. futperf. act. ind.|Conjugation::faciō
faciō|fēcerit|he/she/it will have made/done|cum <v>fēcerit</v>, laudābimus.|When he will have done it, we will praise.|3P sg. futperf. act. ind.|Conjugation::faciō
faciō|fēcerimus|we will have made/done|cum <v>fēcerimus</v>, quiēscēmus.|When we will have done it, we will rest.|1P pl. futperf. act. ind.|Conjugation::faciō
faciō|fēceritis|you all will have made/done|cum <v>fēceritis</v>, laudābō.|When you all will have done it, I will praise.|2P pl. futperf. act. ind.|Conjugation::faciō
faciō|fēcerint|they will have made/done|cum <v>fēcerint</v>, gaudēbimus.|When they will have done it, we will rejoice.|3P pl. futperf. act. ind.|Conjugation::faciō
faciō|fīō|I am made/done|<v>fīō</v> fēlīx.|I am made happy.|1P sg. pres. pass. ind.|Conjugation::faciō
faciō|fīs|you are made/done|<v>fīs</v> doctior.|You are made wiser.|2P sg. pres. pass. ind.|Conjugation::faciō
faciō|fit|he/she/it is made/done|opus <v>fit</v> bene.|The work is done well.|3P sg. pres. pass. ind.|Conjugation::faciō
faciō|fīmus|we are made/done|<v>fīmus</v> fortiōrēs.|We are made stronger.|1P pl. pres. pass. ind.|Conjugation::faciō
faciō|fītis|you all are made/done|vōs <v>fītis</v> sapientiōrēs.|You all are made wiser.|2P pl. pres. pass. ind.|Conjugation::faciō
faciō|fīunt|they are made/done|rēs <v>fīunt</v> meliōrēs.|Things are made better.|3P pl. pres. pass. ind.|Conjugation::faciō
faciō|fīēbam|I was being made/done|<v>fīēbam</v> laetus.|I was being made happy.|1P sg. impf. pass. ind.|Conjugation::faciō
faciō|fīēbās|you were being made/done|<v>fīēbās</v> fortior.|You were being made stronger.|2P sg. impf. pass. ind.|Conjugation::faciō
faciō|fīēbat|he/she/it was being made/done|opus <v>fīēbat</v> lentē.|The work was being done slowly.|3P sg. impf. pass. ind.|Conjugation::faciō
faciō|fīēbāmus|we were being made/done|<v>fīēbāmus</v> doctiōrēs.|We were being made more learned.|1P pl. impf. pass. ind.|Conjugation::faciō
faciō|fīēbātis|you all were being made/done|vōs <v>fīēbātis</v> meliōrēs.|You all were being made better.|2P pl. impf. pass. ind.|Conjugation::faciō
faciō|fīēbant|they were being made/done|librī <v>fīēbant</v> novī.|Books were being made new.|3P pl. impf. pass. ind.|Conjugation::faciō
faciō|fīam|I will be made/done|<v>fīam</v> magister.|I will be made a teacher.|1P sg. fut. pass. ind.|Conjugation::faciō
faciō|fīēs|you will be made/done|<v>fīēs</v> sapientior.|You will be made wiser.|2P sg. fut. pass. ind.|Conjugation::faciō
faciō|fīet|he/she/it will be made/done|opus <v>fīet</v> crās.|The work will be done tomorrow.|3P sg. fut. pass. ind.|Conjugation::faciō
faciō|fīēmus|we will be made/done|<v>fīēmus</v> fortiōrēs.|We will be made stronger.|1P pl. fut. pass. ind.|Conjugation::faciō
faciō|fīētis|you all will be made/done|vōs <v>fīētis</v> doctiōrēs.|You all will be made more learned.|2P pl. fut. pass. ind.|Conjugation::faciō
faciō|fīent|they will be made/done|multae rēs <v>fīent</v>.|Many things will be done.|3P pl. fut. pass. ind.|Conjugation::faciō
faciō|factus sum|I was/have been made/done|<v>factus sum</v> laetus.|I was made happy.|1P sg. perf. pass. ind.|Conjugation::faciō
faciō|factus es|you were/have been made/done|<v>factus es</v> fortior.|You were made stronger.|2P sg. perf. pass. ind.|Conjugation::faciō
faciō|factus est|he/she/it was/has been made/done|opus <v>factum est</v>.|The work was done.|3P sg. perf. pass. ind.|Conjugation::faciō
faciō|factī sumus|we were/have been made/done|<v>factī sumus</v> doctiōrēs.|We were made more learned.|1P pl. perf. pass. ind.|Conjugation::faciō
faciō|factī estis|you all were/have been made/done|<v>factī estis</v> sapientiōrēs.|You all were made wiser.|2P pl. perf. pass. ind.|Conjugation::faciō
faciō|factī sunt|they were/have been made/done|multae rēs <v>factae sunt</v>.|Many things were done.|3P pl. perf. pass. ind.|Conjugation::faciō
faciō|faciam|I may make/do|utinam <v>faciam</v> bene.|Would that I may do well.|1P sg. pres. act. subj.|Conjugation::faciō
faciō|faciās|you may make/do|utinam <v>faciās</v> sapienter.|Would that you may do wisely.|2P sg. pres. act. subj.|Conjugation::faciō
faciō|faciat|he/she/it may make/do|utinam <v>faciat</v> rectē.|Would that he may do rightly.|3P sg. pres. act. subj.|Conjugation::faciō
faciō|faciāmus|we may make/do|<v>faciāmus</v> quod bonum est.|Let us do what is good.|1P pl. pres. act. subj.|Conjugation::faciō
faciō|faciātis|you all may make/do|utinam <v>faciātis</v> optimē.|Would that you all may do very well.|2P pl. pres. act. subj.|Conjugation::faciō
faciō|faciant|they may make/do|utinam <v>faciant</v> iūstē.|Would that they may do justly.|3P pl. pres. act. subj.|Conjugation::faciō
faciō|facerem|I might make/do|sī possem, <v>facerem</v>.|If I could, I would do it.|1P sg. impf. act. subj.|Conjugation::faciō
faciō|facerēs|you might make/do|sī vellēs, <v>facerēs</v>.|If you wished, you would do it.|2P sg. impf. act. subj.|Conjugation::faciō
faciō|faceret|he/she/it might make/do|sī sciret, <v>faceret</v>.|If he knew, he would do it.|3P sg. impf. act. subj.|Conjugation::faciō
faciō|facerēmus|we might make/do|sī possemus, <v>facerēmus</v>.|If we could, we would do it.|1P pl. impf. act. subj.|Conjugation::faciō
faciō|facerētis|you all might make/do|sī vellētis, <v>facerētis</v>.|If you all wished, you would do it.|2P pl. impf. act. subj.|Conjugation::faciō
faciō|facerent|they might make/do|sī scirent, <v>facerent</v>.|If they knew, they would do it.|3P pl. impf. act. subj.|Conjugation::faciō
faciō|fēcerim|I may have made/done|utinam bene <v>fēcerim</v>.|Would that I may have done well.|1P sg. perf. act. subj.|Conjugation::faciō
faciō|fēcerīs|you may have made/done|utinam rectē <v>fēcerīs</v>.|Would that you may have done rightly.|2P sg. perf. act. subj.|Conjugation::faciō
faciō|fēcerit|he/she/it may have made/done|utinam sapienter <v>fēcerit</v>.|Would that he may have done wisely.|3P sg. perf. act. subj.|Conjugation::faciō
faciō|fēcerīmus|we may have made/done|utinam bene <v>fēcerīmus</v>.|Would that we may have done well.|1P pl. perf. act. subj.|Conjugation::faciō
faciō|fēcerītis|you all may have made/done|utinam rectē <v>fēcerītis</v>.|Would that you all may have done rightly.|2P pl. perf. act. subj.|Conjugation::faciō
faciō|fēcerint|they may have made/done|utinam sapienter <v>fēcerint</v>.|Would that they may have done wisely.|3P pl. perf. act. subj.|Conjugation::faciō
faciō|fēcissem|I would have made/done|sī potuissem, <v>fēcissem</v>.|If I had been able, I would have done it.|1P sg. plup. act. subj.|Conjugation::faciō
faciō|fēcissēs|you would have made/done|sī voluissēs, <v>fēcissēs</v>.|If you had wished, you would have done it.|2P sg. plup. act. subj.|Conjugation::faciō
faciō|fēcisset|he/she/it would have made/done|sī scīvisset, <v>fēcisset</v>.|If he had known, he would have done it.|3P sg. plup. act. subj.|Conjugation::faciō
faciō|fēcissēmus|we would have made/done|sī potuissēmus, <v>fēcissēmus</v>.|If we had been able, we would have done it.|1P pl. plup. act. subj.|Conjugation::faciō
faciō|fēcissētis|you all would have made/done|sī voluissētis, <v>fēcissētis</v>.|If you all had wished, you would have done it.|2P pl. plup. act. subj.|Conjugation::faciō
faciō|fēcissent|they would have made/done|sī scīvissent, <v>fēcissent</v>.|If they had known, they would have done it.|3P pl. plup. act. subj.|Conjugation::faciō
faciō|fac|make/do!|<v>fac</v> quod iūstum est!|Do what is right!|2P sg. pres. act. imp.|Conjugation::faciō
faciō|facite|make/do! (plural)|<v>facite</v> officium vestrum!|Do your duty! (plural)|2P pl. pres. act. imp.|Conjugation::faciō
faciō|facitō|you shall make/do|<v>facitō</v> hoc crās.|You shall do this tomorrow.|2P sg. fut. act. imp.|Conjugation::faciō
faciō|facitōte|you all shall make/do|<v>facitōte</v> ut iubeō.|You all shall do as I order.|2P pl. fut. act. imp.|Conjugation::faciō
faciō|facere|to make/do|bonum est <v>facere</v> rēctē.|It is good to do rightly.|__ __ pres. act. inf.|Conjugation::faciō
faciō|fēcisse|to have made/done|dīcit sē <v>fēcisse</v> opus.|He says he has done the work.|__ __ perf. act. inf.|Conjugation::faciō
faciō|factūrus esse|to be about to make/do|dīcit sē <v>factūrum esse</v> opus.|He says he is about to do the work.|__ __ fut. act. inf.|Conjugation::faciō
faciō|faciēns|making/doing|videō puerum <v>facientem</v> opus.|I see the boy doing work.|__ __ pres. act. part.|Conjugation::faciō
faciō|factūrus|about to make/do|<v>factūrus</v> opus vēnit.|He came about to do work.|__ __ fut. act. part.|Conjugation::faciō
faciō|faciendī|of making/doing|ars <v>faciendī</v>|the art of doing|__ __ __ __ gerund.|Conjugation::faciō
faciō|factū|to make/do (supine)|facile <v>factū</v>|easy to do|__ __ __ __ supine.|Conjugation::faciō

mālō|mālō|I prefer|ego <v>mālō</v> dormīre.|I prefer to sleep.|1P sg. pres. act. ind.|Conjugation::mālō
mālō|māvīs|you prefer|tū <v>māvīs</v> cantāre.|You prefer to sing.|2P sg. pres. act. ind.|Conjugation::mālō
mālō|māvult|he/she/it prefers|puer <v>māvult</v> ludere.|The boy prefers to play.|3P sg. pres. act. ind.|Conjugation::mālō
mālō|mālumus|we prefer|nōs <v>mālumus</v> ambulāre.|We prefer to walk.|1P pl. pres. act. ind.|Conjugation::mālō
mālō|māvultis|you all prefer|vōs <v>māvultis</v> legere.|You all prefer to read.|2P pl. pres. act. ind.|Conjugation::mālō
mālō|mālunt|they prefer|illī <v>mālunt</v> bibere.|They prefer to drink.|3P pl. pres. act. ind.|Conjugation::mālō
mālō|mālēbam|I was preferring|ego <v>mālēbam</v> vīnum.|I was preferring wine.|1P sg. impf. act. ind.|Conjugation::mālō
mālō|mālēbās|you were preferring|tū <v>mālēbās</v> aquam.|You were preferring water.|2P sg. impf. act. ind.|Conjugation::mālō
mālō|mālēbat|he/she/it was preferring|illa <v>mālēbat</v> silentium.|She was preferring silence.|3P sg. impf. act. ind.|Conjugation::mālō
mālō|mālēbāmus|we were preferring|nōs <v>mālēbāmus</v> pācem.|We were preferring peace.|1P pl. impf. act. ind.|Conjugation::mālō
mālō|mālēbātis|you all were preferring|vōs <v>mālēbātis</v> bellum.|You all were preferring war.|2P pl. impf. act. ind.|Conjugation::mālō
mālō|mālēbant|they were preferring|illī <v>mālēbant</v> lūcem.|They were preferring light.|3P pl. impf. act. ind.|Conjugation::mālō
mālō|mālam|I will prefer|crās <v>mālam</v> quiētem.|Tomorrow I will prefer rest.|1P sg. fut. act. ind.|Conjugation::mālō
mālō|mālēs|you will prefer|mox <v>mālēs</v> labōrem.|Soon you will prefer work.|2P sg. fut. act. ind.|Conjugation::mālō
mālō|mālet|he/she/it will prefer|puer <v>mālet</v> lūdum.|The boy will prefer the game.|3P sg. fut. act. ind.|Conjugation::mālō
mālō|mālēmus|we will prefer|nōs <v>mālēmus</v> studiōs.|We will prefer studies.|1P pl. fut. act. ind.|Conjugation::mālō
mālō|mālētis|you all will prefer|vōs <v>mālētis</v> otium.|You all will prefer leisure.|2P pl. fut. act. ind.|Conjugation::mālō
mālō|mālent|they will prefer|illī <v>mālent</v> labōrem.|They will prefer work.|3P pl. fut. act. ind.|Conjugation::mālō
mālō|māluī|I preferred|herī <v>māluī</v> dormīre.|Yesterday I preferred to sleep.|1P sg. perf. act. ind.|Conjugation::mālō
mālō|māluistī|you preferred|tū <v>māluistī</v> manēre.|You preferred to stay.|2P sg. perf. act. ind.|Conjugation::mālō
mālō|māluit|he/she/it preferred|illa <v>māluit</v> tacēre.|She preferred to be silent.|3P sg. perf. act. ind.|Conjugation::mālō
mālō|māluimus|we preferred|nōs <v>māluimus</v> currere.|We preferred to run.|1P pl. perf. act. ind.|Conjugation::mālō
mālō|māluistis|you all preferred|vōs <v>māluistis</v> sedēre.|You all preferred to sit.|2P pl. perf. act. ind.|Conjugation::mālō
mālō|māluērunt|they preferred|illī <v>māluērunt</v> cantāre.|They preferred to sing.|3P pl. perf. act. ind.|Conjugation::mālō
mālō|mālueram|I had preferred|ego <v>mālueram</v> discēdere.|I had preferred to leave.|1P sg. plup. act. ind.|Conjugation::mālō
mālō|māluērās|you had preferred|tū <v>māluērās</v> venīre.|You had preferred to come.|2P sg. plup. act. ind.|Conjugation::mālō
mālō|māluerat|he/she/it had preferred|puer <v>māluerat</v> edere.|The boy had preferred to eat.|3P sg. plup. act. ind.|Conjugation::mālō
mālō|māluērāmus|we had preferred|nōs <v>māluērāmus</v> vidēre.|We had preferred to see.|1P pl. plup. act. ind.|Conjugation::mālō
mālō|māluērātis|you all had preferred|vōs <v>māluērātis</v> audīre.|You all had preferred to hear.|2P pl. plup. act. ind.|Conjugation::mālō
mālō|māluerant|they had preferred|illī <v>māluerant</v> scīre.|They had preferred to know.|3P pl. plup. act. ind.|Conjugation::mālō
mālō|mālim|I may prefer|fortasse <v>mālim</v> quiēscere.|Perhaps I may prefer to rest.|1P sg. pres. act. subj.|Conjugation::mālō
mālō|mālīs|you may prefer|forsitan <v>mālīs</v> vigilāre.|You may perhaps prefer to stay awake.|2P sg. pres. act. subj.|Conjugation::mālō
mālō|mālit|he/she/it may prefer|fortasse <v>mālit</v> dormīre.|Perhaps he may prefer to sleep.|3P sg. pres. act. subj.|Conjugation::mālō
mālō|mālīmus|we may prefer|utinam <v>mālīmus</v> studēre.|Would that we may prefer to study.|1P pl. pres. act. subj.|Conjugation::mālō
mālō|mālītis|you all may prefer|utinam <v>mālītis</v> labōrāre.|Would that you all may prefer to work.|2P pl. pres. act. subj.|Conjugation::mālō
mālō|mālint|they may prefer|utinam <v>mālint</v> discere.|Would that they may prefer to learn.|3P pl. pres. act. subj.|Conjugation::mālō
mālō|māllem|I would prefer|ego <v>māllem</v> abīre.|I would prefer to go away.|1P sg. impf. act. subj.|Conjugation::mālō
mālō|māllēs|you would prefer|tū <v>māllēs</v> manēre.|You would prefer to stay.|2P sg. impf. act. subj.|Conjugation::mālō
mālō|māllet|he/she/it would prefer|ille <v>māllet</v> bibere.|He would prefer to drink.|3P sg. impf. act. subj.|Conjugation::mālō
mālō|māllēmus|we would prefer|nōs <v>māllēmus</v> vidēre.|We would prefer to see.|1P pl. impf. act. subj.|Conjugation::mālō
mālō|māllētis|you all would prefer|vōs <v>māllētis</v> audīre.|You all would prefer to hear.|2P pl. impf. act. subj.|Conjugation::mālō
mālō|māllent|they would prefer|illī <v>māllent</v> scīre.|They would prefer to know.|3P pl. impf. act. subj.|Conjugation::mālō
mālō|mālle|to prefer|bonum est <v>mālle</v> pācem.|It is good to prefer peace.|__ __ pres. act. inf.|Conjugation::mālō

ferō|ferō|I carry/bear|<v>ferō</v> onus grave.|I carry a heavy burden.|1P sg. pres. act. ind.|Conjugation::ferō
ferō|fers|you carry/bear|<v>fers</v> spem novam.|You carry new hope.|2P sg. pres. act. ind.|Conjugation::ferō
ferō|fert|he/she/it carries/bears|<v>fert</v> aquam ad hortum.|He carries water to the garden.|3P sg. pres. act. ind.|Conjugation::ferō
ferō|ferimus|we carry/bear|<v>ferimus</v> arma per silvam.|We carry weapons through the forest.|1P pl. pres. act. ind.|Conjugation::ferō
ferō|fertis|you all carry/bear|<v>fertis</v> dona ad templum.|You all carry gifts to the temple.|2P pl. pres. act. ind.|Conjugation::ferō
ferō|ferunt|they carry/bear|<v>ferunt</v> frūmentum ex agrīs.|They carry grain from the fields.|3P pl. pres. act. ind.|Conjugation::ferō
ferō|feror|I am carried/borne|<v>feror</v> ventīs secundīs.|I am carried by favorable winds.|1P sg. pres. pass. ind.|Conjugation::ferō
ferō|ferris|you are carried/borne|<v>ferris</v> per undās.|You are carried through the waves.|2P sg. pres. pass. ind.|Conjugation::ferō
ferō|fertur|he/she/it is carried/borne|<v>fertur</v> fāma per urbem.|The rumor is carried through the city.|3P sg. pres. pass. ind.|Conjugation::ferō
ferō|ferimur|we are carried/borne|<v>ferimur</v> nāve magnā.|We are carried by a large ship.|1P pl. pres. pass. ind.|Conjugation::ferō
ferō|feriminī|you all are carried/borne|<v>feriminī</v> currū deōrum.|You all are carried in the chariot of the gods.|2P pl. pres. pass. ind.|Conjugation::ferō
ferō|feruntur|they are carried/borne|<v>feruntur</v> flūmine rapidō.|They are carried by the swift river.|3P pl. pres. pass. ind.|Conjugation::ferō
ferō|ferēbam|I was carrying/bearing|<v>ferēbam</v> librum ad scholam.|I was carrying a book to school.|1P sg. impf. act. ind.|Conjugation::ferō
ferō|ferēbās|you were carrying/bearing|<v>ferēbās</v> puerum dormientem.|You were carrying the sleeping boy.|2P sg. impf. act. ind.|Conjugation::ferō
ferō|ferēbat|he/she/it was carrying/bearing|<v>ferēbat</v> epistulam ad amīcum.|He was carrying a letter to his friend.|3P sg. impf. act. ind.|Conjugation::ferō
ferō|ferēbāmus|we were carrying/bearing|<v>ferēbāmus</v> cibum ad castra.|We were carrying food to the camp.|1P pl. impf. act. ind.|Conjugation::ferō
ferō|ferēbātis|you all were carrying/bearing|<v>ferēbātis</v> aquam ad fontem.|You all were carrying water to the fountain.|2P pl. impf. act. ind.|Conjugation::ferō
ferō|ferēbant|they were carrying/bearing|<v>ferēbant</v> sarcinās longās.|They were carrying heavy loads.|3P pl. impf. act. ind.|Conjugation::ferō
ferō|ferēbar|I was being carried/borne|<v>ferēbar</v> per aethera.|I was being carried through the air.|1P sg. impf. pass. ind.|Conjugation::ferō
ferō|ferēbāris|you were being carried/borne|<v>ferēbāris</v> equō velocī.|You were being carried by a swift horse.|2P sg. impf. pass. ind.|Conjugation::ferō
ferō|ferēbātur|he/she/it was being carried/borne|<v>ferēbātur</v> lectīcā.|He was being carried in a litter.|3P sg. impf. pass. ind.|Conjugation::ferō
ferō|ferēbāmur|we were being carried/borne|<v>ferēbāmur</v> ventō secundō.|We were being carried by a favorable wind.|1P pl. impf. pass. ind.|Conjugation::ferō
ferō|ferēbāminī|you all were being carried/borne|<v>ferēbāminī</v> per urbem.|You all were being carried through the city.|2P pl. impf. pass. ind.|Conjugation::ferō
ferō|ferēbantur|they were being carried/borne|<v>ferēbantur</v> flūctibus.|They were being carried by the waves.|3P pl. impf. pass. ind.|Conjugation::ferō
ferō|feram|I will carry/bear|<v>feram</v> auxilium amīcō.|I will bring help to my friend.|1P sg. fut. act. ind.|Conjugation::ferō
ferō|ferēs|you will carry/bear|<v>ferēs</v> nūntium ad rēgem.|You will carry the message to the king.|2P sg. fut. act. ind.|Conjugation::ferō
ferō|feret|he/she/it will carry/bear|<v>feret</v> arma in proelium.|He will carry weapons into battle.|3P sg. fut. act. ind.|Conjugation::ferō
ferō|ferēmus|we will carry/bear|<v>ferēmus</v> vēxillum nostrum.|We will carry our banner.|1P pl. fut. act. ind.|Conjugation::ferō
ferō|ferētis|you all will carry/bear|<v>ferētis</v> dona templō.|You all will carry gifts to the temple.|2P pl. fut. act. ind.|Conjugation::ferō
ferō|ferent|they will carry/bear|<v>ferent</v> victōriam domum.|They will carry victory home.|3P pl. fut. act. ind.|Conjugation::ferō
ferō|ferar|I will be carried/borne|<v>ferar</v> ad astra.|I will be carried to the stars.|1P sg. fut. pass. ind.|Conjugation::ferō
ferō|ferēris|you will be carried/borne|<v>ferēris</v> ad lītus.|You will be carried to the shore.|2P sg. fut. pass. ind.|Conjugation::ferō
ferō|ferētur|he/she/it will be carried/borne|<v>ferētur</v> in caelum.|He will be carried to heaven.|3P sg. fut. pass. ind.|Conjugation::ferō
ferō|ferēmur|we will be carried/borne|<v>ferēmur</v> nāvibus.|We will be carried by ships.|1P pl. fut. pass. ind.|Conjugation::ferō
ferō|ferēminī|you all will be carried/borne|<v>ferēminī</v> curribus.|You all will be carried in chariots.|2P pl. fut. pass. ind.|Conjugation::ferō
ferō|ferentur|they will be carried/borne|<v>ferentur</v> ventīs.|They will be carried by the winds.|3P pl. fut. pass. ind.|Conjugation::ferō
ferō|tulī|I carried/bore|<v>tulī</v> pondus grave.|I carried a heavy weight.|1P sg. perf. act. ind.|Conjugation::ferō
ferō|tulistī|you carried/bore|<v>tulistī</v> coronam victōriae.|You carried the victory crown.|2P sg. perf. act. ind.|Conjugation::ferō
ferō|tulit|he/she/it carried/bore|<v>tulit</v> crucem suam.|He carried his cross.|3P sg. perf. act. ind.|Conjugation::ferō
ferō|tulimus|we carried/bore|<v>tulimus</v> spolia ex hostibus.|We carried spoils from the enemies.|1P pl. perf. act. ind.|Conjugation::ferō
ferō|tulistis|you all carried/bore|<v>tulistis</v> signa militāria.|You all carried the military standards.|2P pl. perf. act. ind.|Conjugation::ferō
ferō|tulērunt|they carried/bore|<v>tulērunt</v> arma per urbem.|They carried weapons through the city.|3P pl. perf. act. ind.|Conjugation::ferō
ferō|lātus sum|I was carried/borne|<v>lātus sum</v> per maria.|I was carried across the seas.|1P sg. perf. pass. ind.|Conjugation::ferō
ferō|lātus es|you were carried/borne|<v>lātus es</v> ad victoriam.|You were carried to victory.|2P sg. perf. pass. ind.|Conjugation::ferō
ferō|lātus est|he/she/it was carried/borne|<v>lātus est</v> in triumphō.|He was carried in triumph.|3P sg. perf. pass. ind.|Conjugation::ferō
ferō|lātī sumus|we were carried/borne|<v>lātī sumus</v> ad portum.|We were carried to the harbor.|1P pl. perf. pass. ind.|Conjugation::ferō
ferō|lātī estis|you all were carried/borne|<v>lātī estis</v> per urbem.|You all were carried through the city.|2P pl. perf. pass. ind.|Conjugation::ferō
ferō|lātī sunt|they were carried/borne|<v>lātī sunt</v> ad castra.|They were carried to the camp.|3P pl. perf. pass. ind.|Conjugation::ferō
ferō|tuleram|I had carried/borne|<v>tuleram</v> onera multa.|I had carried many burdens.|1P sg. plup. act. ind.|Conjugation::ferō
ferō|tulerās|you had carried/borne|<v>tulerās</v> nūntium rēgī.|You had carried the message to the king.|2P sg. plup. act. ind.|Conjugation::ferō
ferō|tulerat|he/she/it had carried/borne|<v>tulerat</v> arma per noctem.|He had carried weapons through the night.|3P sg. plup. act. ind.|Conjugation::ferō
ferō|tulerāmus|we had carried/borne|<v>tulerāmus</v> cibum militibus.|We had carried food to the soldiers.|1P pl. plup. act. ind.|Conjugation::ferō
ferō|tulerātis|you all had carried/borne|<v>tulerātis</v> dona deīs.|You all had carried gifts to the gods.|2P pl. plup. act. ind.|Conjugation::ferō
ferō|tulerant|they had carried/borne|<v>tulerant</v> aquam ex fonte.|They had carried water from the spring.|3P pl. plup. act. ind.|Conjugation::ferō
ferō|lātus eram|I had been carried/borne|<v>lātus eram</v> trans flumen.|I had been carried across the river.|1P sg. plup. pass. ind.|Conjugation::ferō
ferō|lātus erās|you had been carried/borne|<v>lātus erās</v> per urbem.|You had been carried through the city.|2P sg. plup. pass. ind.|Conjugation::ferō
ferō|lātus erat|he/she/it had been carried/borne|<v>lātus erat</v> ad templum.|He had been carried to the temple.|3P sg. plup. pass. ind.|Conjugation::ferō
ferō|lātī erāmus|we had been carried/borne|<v>lātī erāmus</v> ventīs secundīs.|We had been carried by favorable winds.|1P pl. plup. pass. ind.|Conjugation::ferō
ferō|lātī erātis|you all had been carried/borne|<v>lātī erātis</v> nāvibus.|You all had been carried by ships.|2P pl. plup. pass. ind.|Conjugation::ferō
ferō|lātī erant|they had been carried/borne|<v>lātī erant</v> ad lītus.|They had been carried to the shore.|3P pl. plup. pass. ind.|Conjugation::ferō
ferō|ferre|to carry/bear|Difficile est <v>ferre</v> dolōrem.|It is difficult to bear pain.|__ __ pres. act. inf.|Conjugation::ferō
ferō|tulisse|to have carried/borne|Dīcit sē <v>tulisse</v> onus.|He says he has carried the burden.|__ __ perf. act. inf.|Conjugation::ferō
ferō|lātūrus esse|to be about to carry/bear|Spērō mē <v>lātūrum esse</v> victōriam.|I hope I will carry victory.|__ __ fut. act. inf.|Conjugation::ferō
ferō|ferrī|to be carried/borne|Vult <v>ferrī</v> per urbem.|He wants to be carried through the city.|__ __ pres. pass. inf.|Conjugation::ferō
ferō|lātum esse|to have been carried/borne|Dīcit sē <v>lātum esse</v> ventō.|He says he was carried by the wind.|__ __ perf. pass. inf.|Conjugation::ferō
ferō|lātum īrī|to be about to be carried/borne|Crēdit sē <v>lātum īrī</v> ad caelum.|He believes he will be carried to heaven.|__ __ fut. pass. inf.|Conjugation::ferō
ferō|fer|carry!/bear!|<v>fer</v> auxilium amīcō!|Bring help to your friend!|2P sg. pres. act. imp.|Conjugation::ferō
ferō|ferte|carry!/bear! (plural)|<v>ferte</v> arma, virī!|Carry weapons, men!|2P pl. pres. act. imp.|Conjugation::ferō
ferō|fertō|you shall carry/bear|<v>fertō</v> hoc onus.|You shall carry this burden.|2P sg. fut. act. imp.|Conjugation::ferō
ferō|fertōte|you all shall carry/bear|<v>fertōte</v> signa.|You all shall carry the standards.|2P pl. fut. act. imp.|Conjugation::ferō
ferō|ferre|be carried/borne!|<v>ferre</v> fortiter!|Be carried bravely!|2P sg. pres. pass. imp.|Conjugation::ferō
ferō|feriminī|be carried/borne! (plural)|<v>feriminī</v> ventīs!|Be carried by the winds!|2P pl. pres. pass. imp.|Conjugation::ferō
ferō|ferēns|carrying/bearing|Vīdī eum <v>ferentem</v> gladium.|I saw him carrying a sword.|__ __ pres. act. part.|Conjugation::ferō
ferō|lātūrus|about to carry/bear|<v>lātūrus</v> arma venit.|He comes, about to carry weapons.|__ __ fut. act. part.|Conjugation::ferō
ferō|ferendī|of carrying/bearing|Ars <v>ferendī</v> arma.|The art of carrying weapons.|__ __ __ gerund.|Conjugation::ferō
ferō|lātum|to carry/bear (purpose)|Venit <v>lātum</v> auxilium.|He came to bring help.|__ __ __ supine.|Conjugation::ferō
